Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
198	:	1648016364.928	   178.387	0	0	0	0	./lj Ar_T=140_density=2_seed#=8 Ar 140 2 500 2000 0.025 8 1000 F
199	:	1648016372.155	   181.860	0	0	0	0	./lj Ar_T=140_density=3_seed#=0 Ar 140 3 500 2000 0.025 0 1000 F
202	:	1648016380.466	   177.310	0	0	0	0	./lj Ar_T=140_density=3_seed#=3 Ar 140 3 500 2000 0.025 3 1000 F
204	:	1648016381.882	   176.322	0	0	0	0	./lj Ar_T=140_density=3_seed#=5 Ar 140 3 500 2000 0.025 5 1000 F
205	:	1648016383.549	   174.838	0	0	0	0	./lj Ar_T=140_density=3_seed#=6 Ar 140 3 500 2000 0.025 6 1000 F
201	:	1648016379.863	   179.720	0	0	0	0	./lj Ar_T=140_density=3_seed#=2 Ar 140 3 500 2000 0.025 2 1000 F
200	:	1648016378.544	   181.903	0	0	0	0	./lj Ar_T=140_density=3_seed#=1 Ar 140 3 500 2000 0.025 1 1000 F
203	:	1648016380.584	   180.916	0	0	0	0	./lj Ar_T=140_density=3_seed#=4 Ar 140 3 500 2000 0.025 4 1000 F
206	:	1648016383.799	   179.989	0	0	0	0	./lj Ar_T=140_density=3_seed#=7 Ar 140 3 500 2000 0.025 7 1000 F
207	:	1648016386.209	   181.173	0	0	0	0	./lj Ar_T=140_density=3_seed#=8 Ar 140 3 500 2000 0.025 8 1000 F
208	:	1648016390.330	   177.098	0	0	0	0	./lj Ar_T=140_density=4_seed#=0 Ar 140 4 500 2000 0.025 0 1000 F
209	:	1648016530.830	   177.130	0	0	0	0	./lj Ar_T=140_density=4_seed#=1 Ar 140 4 500 2000 0.025 1 1000 F
210	:	1648016531.727	   179.237	0	0	0	0	./lj Ar_T=140_density=4_seed#=2 Ar 140 4 500 2000 0.025 2 1000 F
213	:	1648016535.841	   177.720	0	0	0	0	./lj Ar_T=140_density=4_seed#=5 Ar 140 4 500 2000 0.025 5 1000 F
211	:	1648016534.090	   179.670	0	0	0	0	./lj Ar_T=140_density=4_seed#=3 Ar 140 4 500 2000 0.025 3 1000 F
212	:	1648016534.292	   180.132	0	0	0	0	./lj Ar_T=140_density=4_seed#=4 Ar 140 4 500 2000 0.025 4 1000 F
214	:	1648016543.319	   181.020	0	0	0	0	./lj Ar_T=140_density=4_seed#=6 Ar 140 4 500 2000 0.025 6 1000 F
215	:	1648016554.020	   177.141	0	0	0	0	./lj Ar_T=140_density=4_seed#=7 Ar 140 4 500 2000 0.025 7 1000 F
217	:	1648016558.209	   179.192	0	0	0	0	./lj Ar_T=140_density=5_seed#=0 Ar 140 5 500 2000 0.025 0 1000 F
218	:	1648016558.392	   179.036	0	0	0	0	./lj Ar_T=140_density=5_seed#=1 Ar 140 5 500 2000 0.025 1 1000 F
216	:	1648016557.782	   180.102	0	0	0	0	./lj Ar_T=140_density=4_seed#=8 Ar 140 4 500 2000 0.025 8 1000 F
219	:	1648016559.587	   178.414	0	0	0	0	./lj Ar_T=140_density=5_seed#=2 Ar 140 5 500 2000 0.025 2 1000 F
220	:	1648016560.452	   179.360	0	0	0	0	./lj Ar_T=140_density=5_seed#=3 Ar 140 5 500 2000 0.025 3 1000 F
221	:	1648016561.505	   180.956	0	0	0	0	./lj Ar_T=140_density=5_seed#=4 Ar 140 5 500 2000 0.025 4 1000 F
224	:	1648016567.432	   177.700	0	0	0	0	./lj Ar_T=140_density=5_seed#=7 Ar 140 5 500 2000 0.025 7 1000 F
222	:	1648016563.791	   182.032	0	0	0	0	./lj Ar_T=140_density=5_seed#=5 Ar 140 5 500 2000 0.025 5 1000 F
223	:	1648016567.387	   179.899	0	0	0	0	./lj Ar_T=140_density=5_seed#=6 Ar 140 5 500 2000 0.025 6 1000 F
225	:	1648016707.964	   178.575	0	0	0	0	./lj Ar_T=140_density=5_seed#=8 Ar 140 5 500 2000 0.025 8 1000 F
228	:	1648016713.764	   175.904	0	0	0	0	./lj Ar_T=140_density=6_seed#=2 Ar 140 6 500 2000 0.025 2 1000 F
226	:	1648016710.969	   181.029	0	0	0	0	./lj Ar_T=140_density=6_seed#=0 Ar 140 6 500 2000 0.025 0 1000 F
229	:	1648016714.429	   178.366	0	0	0	0	./lj Ar_T=140_density=6_seed#=3 Ar 140 6 500 2000 0.025 3 1000 F
227	:	1648016713.566	   180.862	0	0	0	0	./lj Ar_T=140_density=6_seed#=1 Ar 140 6 500 2000 0.025 1 1000 F
230	:	1648016724.344	   179.359	0	0	0	0	./lj Ar_T=140_density=6_seed#=4 Ar 140 6 500 2000 0.025 4 1000 F
231	:	1648016731.167	   179.616	0	0	0	0	./lj Ar_T=140_density=6_seed#=5 Ar 140 6 500 2000 0.025 5 1000 F
233	:	1648016737.432	   177.842	0	0	0	0	./lj Ar_T=140_density=6_seed#=7 Ar 140 6 500 2000 0.025 7 1000 F
232	:	1648016737.406	   178.680	0	0	0	0	./lj Ar_T=140_density=6_seed#=6 Ar 140 6 500 2000 0.025 6 1000 F
235	:	1648016738.005	   179.651	0	0	0	0	./lj Ar_T=140_density=7_seed#=0 Ar 140 7 500 2000 0.025 0 1000 F
234	:	1648016737.889	   180.203	0	0	0	0	./lj Ar_T=140_density=6_seed#=8 Ar 140 6 500 2000 0.025 8 1000 F
236	:	1648016739.816	   179.628	0	0	0	0	./lj Ar_T=140_density=7_seed#=1 Ar 140 7 500 2000 0.025 1 1000 F
237	:	1648016742.466	   180.056	0	0	0	0	./lj Ar_T=140_density=7_seed#=2 Ar 140 7 500 2000 0.025 2 1000 F
238	:	1648016745.136	   178.312	0	0	0	0	./lj Ar_T=140_density=7_seed#=3 Ar 140 7 500 2000 0.025 3 1000 F
240	:	1648016747.291	   177.859	0	0	0	0	./lj Ar_T=140_density=7_seed#=5 Ar 140 7 500 2000 0.025 5 1000 F
239	:	1648016745.828	   181.860	0	0	0	0	./lj Ar_T=140_density=7_seed#=4 Ar 140 7 500 2000 0.025 4 1000 F
241	:	1648016886.545	   177.458	0	0	0	0	./lj Ar_T=140_density=7_seed#=6 Ar 140 7 500 2000 0.025 6 1000 F
242	:	1648016889.672	   178.049	0	0	0	0	./lj Ar_T=140_density=7_seed#=7 Ar 140 7 500 2000 0.025 7 1000 F
243	:	1648016892.004	   178.108	0	0	0	0	./lj Ar_T=140_density=7_seed#=8 Ar 140 7 500 2000 0.025 8 1000 F
244	:	1648016892.799	   179.417	0	0	0	0	./lj Ar_T=140_density=8_seed#=0 Ar 140 8 500 2000 0.025 0 1000 F
245	:	1648016894.433	   179.419	0	0	0	0	./lj Ar_T=140_density=8_seed#=1 Ar 140 8 500 2000 0.025 1 1000 F
246	:	1648016903.708	   176.769	0	0	0	0	./lj Ar_T=140_density=8_seed#=2 Ar 140 8 500 2000 0.025 2 1000 F
247	:	1648016910.788	   179.555	0	0	0	0	./lj Ar_T=140_density=8_seed#=3 Ar 140 8 500 2000 0.025 3 1000 F
248	:	1648016915.278	   177.210	0	0	0	0	./lj Ar_T=140_density=8_seed#=4 Ar 140 8 500 2000 0.025 4 1000 F
250	:	1648016917.661	   177.842	0	0	0	0	./lj Ar_T=140_density=8_seed#=6 Ar 140 8 500 2000 0.025 6 1000 F
249	:	1648016916.091	   179.901	0	0	0	0	./lj Ar_T=140_density=8_seed#=5 Ar 140 8 500 2000 0.025 5 1000 F
252	:	1648016919.448	   178.475	0	0	0	0	./lj Ar_T=140_density=8_seed#=8 Ar 140 8 500 2000 0.025 8 1000 F
253	:	1648016922.527	   175.653	0	0	0	0	./lj Ar_T=140_density=9_seed#=0 Ar 140 9 500 2000 0.025 0 1000 F
251	:	1648016918.096	   180.624	0	0	0	0	./lj Ar_T=140_density=8_seed#=7 Ar 140 8 500 2000 0.025 7 1000 F
254	:	1648016923.453	   175.648	0	0	0	0	./lj Ar_T=140_density=9_seed#=1 Ar 140 9 500 2000 0.025 1 1000 F
255	:	1648016925.154	   180.694	0	0	0	0	./lj Ar_T=140_density=9_seed#=2 Ar 140 9 500 2000 0.025 2 1000 F
256	:	1648016927.694	   179.384	0	0	0	0	./lj Ar_T=140_density=9_seed#=3 Ar 140 9 500 2000 0.025 3 1000 F
257	:	1648017064.009	   180.164	0	0	0	0	./lj Ar_T=140_density=9_seed#=4 Ar 140 9 500 2000 0.025 4 1000 F
260	:	1648017072.220	   174.899	0	0	0	0	./lj Ar_T=140_density=9_seed#=7 Ar 140 9 500 2000 0.025 7 1000 F
258	:	1648017067.726	   180.868	0	0	0	0	./lj Ar_T=140_density=9_seed#=5 Ar 140 9 500 2000 0.025 5 1000 F
259	:	1648017070.116	   179.264	0	0	0	0	./lj Ar_T=140_density=9_seed#=6 Ar 140 9 500 2000 0.025 6 1000 F
261	:	1648017073.857	   180.085	0	0	0	0	./lj Ar_T=140_density=9_seed#=8 Ar 140 9 500 2000 0.025 8 1000 F
262	:	1648017080.483	   179.904	0	0	0	0	./lj Ar_T=140_density=10_seed#=0 Ar 140 10 500 2000 0.025 0 1000 F
263	:	1648017090.388	   180.016	0	0	0	0	./lj Ar_T=140_density=10_seed#=1 Ar 140 10 500 2000 0.025 1 1000 F
264	:	1648017092.493	   181.463	0	0	0	0	./lj Ar_T=140_density=10_seed#=2 Ar 140 10 500 2000 0.025 2 1000 F
265	:	1648017095.508	   179.398	0	0	0	0	./lj Ar_T=140_density=10_seed#=3 Ar 140 10 500 2000 0.025 3 1000 F
269	:	1648017098.724	   176.486	0	0	0	0	./lj Ar_T=140_density=10_seed#=7 Ar 140 10 500 2000 0.025 7 1000 F
267	:	1648017097.927	   178.177	0	0	0	0	./lj Ar_T=140_density=10_seed#=5 Ar 140 10 500 2000 0.025 5 1000 F
266	:	1648017095.997	   180.212	0	0	0	0	./lj Ar_T=140_density=10_seed#=4 Ar 140 10 500 2000 0.025 4 1000 F
268	:	1648017098.183	   178.822	0	0	0	0	./lj Ar_T=140_density=10_seed#=6 Ar 140 10 500 2000 0.025 6 1000 F
270	:	1648017099.106	   182.268	0	0	0	0	./lj Ar_T=140_density=10_seed#=8 Ar 140 10 500 2000 0.025 8 1000 F
271	:	1648017105.851	   181.461	0	0	0	0	./lj Ar_T=170_density=1_seed#=0 Ar 170 1 500 2000 0.025 0 1000 F
272	:	1648017107.083	   181.480	0	0	0	0	./lj Ar_T=170_density=1_seed#=1 Ar 170 1 500 2000 0.025 1 1000 F
273	:	1648017244.179	   179.303	0	0	0	0	./lj Ar_T=170_density=1_seed#=2 Ar 170 1 500 2000 0.025 2 1000 F
275	:	1648017248.598	   178.703	0	0	0	0	./lj Ar_T=170_density=1_seed#=4 Ar 170 1 500 2000 0.025 4 1000 F
274	:	1648017247.124	   180.307	0	0	0	0	./lj Ar_T=170_density=1_seed#=3 Ar 170 1 500 2000 0.025 3 1000 F
276	:	1648017249.384	   180.026	0	0	0	0	./lj Ar_T=170_density=1_seed#=5 Ar 170 1 500 2000 0.025 5 1000 F
277	:	1648017253.947	   181.694	0	0	0	0	./lj Ar_T=170_density=1_seed#=6 Ar 170 1 500 2000 0.025 6 1000 F
278	:	1648017260.393	   178.669	0	0	0	0	./lj Ar_T=170_density=1_seed#=7 Ar 170 1 500 2000 0.025 7 1000 F
282	:	1648017275.214	   176.127	0	0	0	0	./lj Ar_T=170_density=2_seed#=2 Ar 170 2 500 2000 0.025 2 1000 F
279	:	1648017270.410	   181.592	0	0	0	0	./lj Ar_T=170_density=1_seed#=8 Ar 170 1 500 2000 0.025 8 1000 F
280	:	1648017273.961	   178.779	0	0	0	0	./lj Ar_T=170_density=2_seed#=0 Ar 170 2 500 2000 0.025 0 1000 F
281	:	1648017274.910	   178.809	0	0	0	0	./lj Ar_T=170_density=2_seed#=1 Ar 170 2 500 2000 0.025 1 1000 F
283	:	1648017276.109	   178.877	0	0	0	0	./lj Ar_T=170_density=2_seed#=3 Ar 170 2 500 2000 0.025 3 1000 F
284	:	1648017276.213	   180.266	0	0	0	0	./lj Ar_T=170_density=2_seed#=4 Ar 170 2 500 2000 0.025 4 1000 F
285	:	1648017277.010	   179.746	0	0	0	0	./lj Ar_T=170_density=2_seed#=5 Ar 170 2 500 2000 0.025 5 1000 F
286	:	1648017281.379	   181.006	0	0	0	0	./lj Ar_T=170_density=2_seed#=6 Ar 170 2 500 2000 0.025 6 1000 F
287	:	1648017287.318	   176.825	0	0	0	0	./lj Ar_T=170_density=2_seed#=7 Ar 170 2 500 2000 0.025 7 1000 F
288	:	1648017288.568	   178.577	0	0	0	0	./lj Ar_T=170_density=2_seed#=8 Ar 170 2 500 2000 0.025 8 1000 F
289	:	1648017423.487	   180.561	0	0	0	0	./lj Ar_T=170_density=3_seed#=0 Ar 170 3 500 2000 0.025 0 1000 F
291	:	1648017427.437	   179.654	0	0	0	0	./lj Ar_T=170_density=3_seed#=2 Ar 170 3 500 2000 0.025 2 1000 F
290	:	1648017427.307	   180.504	0	0	0	0	./lj Ar_T=170_density=3_seed#=1 Ar 170 3 500 2000 0.025 1 1000 F
292	:	1648017429.414	   180.072	0	0	0	0	./lj Ar_T=170_density=3_seed#=3 Ar 170 3 500 2000 0.025 3 1000 F
293	:	1648017435.646	   180.746	0	0	0	0	./lj Ar_T=170_density=3_seed#=4 Ar 170 3 500 2000 0.025 4 1000 F
294	:	1648017439.066	   178.177	0	0	0	0	./lj Ar_T=170_density=3_seed#=5 Ar 170 3 500 2000 0.025 5 1000 F
297	:	1648017452.745	   174.448	0	0	0	0	./lj Ar_T=170_density=3_seed#=8 Ar 170 3 500 2000 0.025 8 1000 F
295	:	1648017451.346	   176.825	0	0	0	0	./lj Ar_T=170_density=3_seed#=6 Ar 170 3 500 2000 0.025 6 1000 F
296	:	1648017452.007	   176.611	0	0	0	0	./lj Ar_T=170_density=3_seed#=7 Ar 170 3 500 2000 0.025 7 1000 F
300	:	1648017456.503	   176.490	0	0	0	0	./lj Ar_T=170_density=4_seed#=2 Ar 170 4 500 2000 0.025 2 1000 F
298	:	1648017453.724	   181.028	0	0	0	0	./lj Ar_T=170_density=4_seed#=0 Ar 170 4 500 2000 0.025 0 1000 F
299	:	1648017454.989	   181.087	0	0	0	0	./lj Ar_T=170_density=4_seed#=1 Ar 170 4 500 2000 0.025 1 1000 F
301	:	1648017456.788	   179.660	0	0	0	0	./lj Ar_T=170_density=4_seed#=3 Ar 170 4 500 2000 0.025 3 1000 F
302	:	1648017462.388	   176.966	0	0	0	0	./lj Ar_T=170_density=4_seed#=4 Ar 170 4 500 2000 0.025 4 1000 F
303	:	1648017464.148	   177.602	0	0	0	0	./lj Ar_T=170_density=4_seed#=5 Ar 170 4 500 2000 0.025 5 1000 F
304	:	1648017467.150	   179.125	0	0	0	0	./lj Ar_T=170_density=4_seed#=6 Ar 170 4 500 2000 0.025 6 1000 F
305	:	1648017604.053	   175.910	0	0	0	0	./lj Ar_T=170_density=4_seed#=7 Ar 170 4 500 2000 0.025 7 1000 F
307	:	1648017607.815	   176.792	0	0	0	0	./lj Ar_T=170_density=5_seed#=0 Ar 170 5 500 2000 0.025 0 1000 F
306	:	1648017607.096	   178.495	0	0	0	0	./lj Ar_T=170_density=4_seed#=8 Ar 170 4 500 2000 0.025 8 1000 F
308	:	1648017609.491	   176.933	0	0	0	0	./lj Ar_T=170_density=5_seed#=1 Ar 170 5 500 2000 0.025 1 1000 F
309	:	1648017616.397	   178.398	0	0	0	0	./lj Ar_T=170_density=5_seed#=2 Ar 170 5 500 2000 0.025 2 1000 F
310	:	1648017617.248	   178.142	0	0	0	0	./lj Ar_T=170_density=5_seed#=3 Ar 170 5 500 2000 0.025 3 1000 F
312	:	1648017628.176	   174.224	0	0	0	0	./lj Ar_T=170_density=5_seed#=5 Ar 170 5 500 2000 0.025 5 1000 F
311	:	1648017627.198	   177.450	0	0	0	0	./lj Ar_T=170_density=5_seed#=4 Ar 170 5 500 2000 0.025 4 1000 F
313	:	1648017628.622	   176.472	0	0	0	0	./lj Ar_T=170_density=5_seed#=6 Ar 170 5 500 2000 0.025 6 1000 F
314	:	1648017632.998	   179.585	0	0	0	0	./lj Ar_T=170_density=5_seed#=7 Ar 170 5 500 2000 0.025 7 1000 F
315	:	1648017634.756	   179.432	0	0	0	0	./lj Ar_T=170_density=5_seed#=8 Ar 170 5 500 2000 0.025 8 1000 F
316	:	1648017636.081	   179.238	0	0	0	0	./lj Ar_T=170_density=6_seed#=0 Ar 170 6 500 2000 0.025 0 1000 F
317	:	1648017636.453	   179.208	0	0	0	0	./lj Ar_T=170_density=6_seed#=1 Ar 170 6 500 2000 0.025 1 1000 F
318	:	1648017639.357	   179.271	0	0	0	0	./lj Ar_T=170_density=6_seed#=2 Ar 170 6 500 2000 0.025 2 1000 F
319	:	1648017641.755	   179.053	0	0	0	0	./lj Ar_T=170_density=6_seed#=3 Ar 170 6 500 2000 0.025 3 1000 F
320	:	1648017646.280	   177.072	0	0	0	0	./lj Ar_T=170_density=6_seed#=4 Ar 170 6 500 2000 0.025 4 1000 F
322	:	1648017784.613	   174.529	0	0	0	0	./lj Ar_T=170_density=6_seed#=6 Ar 170 6 500 2000 0.025 6 1000 F
321	:	1648017779.968	   179.588	0	0	0	0	./lj Ar_T=170_density=6_seed#=5 Ar 170 6 500 2000 0.025 5 1000 F
324	:	1648017786.428	   178.268	0	0	0	0	./lj Ar_T=170_density=6_seed#=8 Ar 170 6 500 2000 0.025 8 1000 F
323	:	1648017785.595	   180.468	0	0	0	0	./lj Ar_T=170_density=6_seed#=7 Ar 170 6 500 2000 0.025 7 1000 F
325	:	1648017794.801	   177.496	0	0	0	0	./lj Ar_T=170_density=7_seed#=0 Ar 170 7 500 2000 0.025 0 1000 F
326	:	1648017795.394	   177.491	0	0	0	0	./lj Ar_T=170_density=7_seed#=1 Ar 170 7 500 2000 0.025 1 1000 F
328	:	1648017804.652	   174.907	0	0	0	0	./lj Ar_T=170_density=7_seed#=3 Ar 170 7 500 2000 0.025 3 1000 F
327	:	1648017802.405	   179.315	0	0	0	0	./lj Ar_T=170_density=7_seed#=2 Ar 170 7 500 2000 0.025 2 1000 F
329	:	1648017805.099	   176.907	0	0	0	0	./lj Ar_T=170_density=7_seed#=4 Ar 170 7 500 2000 0.025 4 1000 F
331	:	1648017814.193	   174.635	0	0	0	0	./lj Ar_T=170_density=7_seed#=6 Ar 170 7 500 2000 0.025 6 1000 F
330	:	1648017812.588	   178.934	0	0	0	0	./lj Ar_T=170_density=7_seed#=5 Ar 170 7 500 2000 0.025 5 1000 F
332	:	1648017815.324	   177.149	0	0	0	0	./lj Ar_T=170_density=7_seed#=7 Ar 170 7 500 2000 0.025 7 1000 F
334	:	1648017818.633	   176.437	0	0	0	0	./lj Ar_T=170_density=8_seed#=0 Ar 170 8 500 2000 0.025 0 1000 F
333	:	1648017815.666	   180.985	0	0	0	0	./lj Ar_T=170_density=7_seed#=8 Ar 170 7 500 2000 0.025 8 1000 F
335	:	1648017820.843	   176.486	0	0	0	0	./lj Ar_T=170_density=8_seed#=1 Ar 170 8 500 2000 0.025 1 1000 F
336	:	1648017823.356	   175.434	0	0	0	0	./lj Ar_T=170_density=8_seed#=2 Ar 170 8 500 2000 0.025 2 1000 F
337	:	1648017959.147	   177.758	0	0	0	0	./lj Ar_T=170_density=8_seed#=3 Ar 170 8 500 2000 0.025 3 1000 F
338	:	1648017959.560	   177.769	0	0	0	0	./lj Ar_T=170_density=8_seed#=4 Ar 170 8 500 2000 0.025 4 1000 F
340	:	1648017966.068	   177.312	0	0	0	0	./lj Ar_T=170_density=8_seed#=6 Ar 170 8 500 2000 0.025 6 1000 F
339	:	1648017964.702	   180.773	0	0	0	0	./lj Ar_T=170_density=8_seed#=5 Ar 170 8 500 2000 0.025 5 1000 F
342	:	1648017972.890	   174.791	0	0	0	0	./lj Ar_T=170_density=8_seed#=8 Ar 170 8 500 2000 0.025 8 1000 F
341	:	1648017972.302	   176.743	0	0	0	0	./lj Ar_T=170_density=8_seed#=7 Ar 170 8 500 2000 0.025 7 1000 F
345	:	1648017982.010	   174.901	0	0	0	0	./lj Ar_T=170_density=9_seed#=2 Ar 170 9 500 2000 0.025 2 1000 F
343	:	1648017979.563	   178.828	0	0	0	0	./lj Ar_T=170_density=9_seed#=0 Ar 170 9 500 2000 0.025 0 1000 F
344	:	1648017981.725	   178.797	0	0	0	0	./lj Ar_T=170_density=9_seed#=1 Ar 170 9 500 2000 0.025 1 1000 F
346	:	1648017988.833	   175.268	0	0	0	0	./lj Ar_T=170_density=9_seed#=3 Ar 170 9 500 2000 0.025 3 1000 F
347	:	1648017991.527	   175.597	0	0	0	0	./lj Ar_T=170_density=9_seed#=4 Ar 170 9 500 2000 0.025 4 1000 F
348	:	1648017992.479	   180.688	0	0	0	0	./lj Ar_T=170_density=9_seed#=5 Ar 170 9 500 2000 0.025 5 1000 F
351	:	1648017997.334	   176.173	0	0	0	0	./lj Ar_T=170_density=9_seed#=8 Ar 170 9 500 2000 0.025 8 1000 F
349	:	1648017995.074	   178.471	0	0	0	0	./lj Ar_T=170_density=9_seed#=6 Ar 170 9 500 2000 0.025 6 1000 F
352	:	1648017998.794	   175.121	0	0	0	0	./lj Ar_T=170_density=10_seed#=0 Ar 170 10 500 2000 0.025 0 1000 F
350	:	1648017996.655	   177.464	0	0	0	0	./lj Ar_T=170_density=9_seed#=7 Ar 170 9 500 2000 0.025 7 1000 F
353	:	1648018136.911	   175.096	0	0	0	0	./lj Ar_T=170_density=10_seed#=1 Ar 170 10 500 2000 0.025 1 1000 F
354	:	1648018137.336	   177.266	0	0	0	0	./lj Ar_T=170_density=10_seed#=2 Ar 170 10 500 2000 0.025 2 1000 F
355	:	1648018143.384	   177.031	0	0	0	0	./lj Ar_T=170_density=10_seed#=3 Ar 170 10 500 2000 0.025 3 1000 F
357	:	1648018147.686	   176.307	0	0	0	0	./lj Ar_T=170_density=10_seed#=5 Ar 170 10 500 2000 0.025 5 1000 F
356	:	1648018145.479	   179.726	0	0	0	0	./lj Ar_T=170_density=10_seed#=4 Ar 170 10 500 2000 0.025 4 1000 F
358	:	1648018149.054	   178.124	0	0	0	0	./lj Ar_T=170_density=10_seed#=6 Ar 170 10 500 2000 0.025 6 1000 F
360	:	1648018158.395	   175.380	0	0	0	0	./lj Ar_T=170_density=10_seed#=8 Ar 170 10 500 2000 0.025 8 1000 F
359	:	1648018156.916	   180.216	0	0	0	0	./lj Ar_T=170_density=10_seed#=7 Ar 170 10 500 2000 0.025 7 1000 F
361	:	1648018160.526	   180.246	0	0	0	0	./lj Ar_T=200_density=1_seed#=0 Ar 200 1 500 2000 0.025 0 1000 F
362	:	1648018164.105	   180.342	0	0	0	0	./lj Ar_T=200_density=1_seed#=1 Ar 200 1 500 2000 0.025 1 1000 F
363	:	1648018167.128	   181.536	0	0	0	0	./lj Ar_T=200_density=1_seed#=2 Ar 200 1 500 2000 0.025 2 1000 F
364	:	1648018173.172	   179.294	0	0	0	0	./lj Ar_T=200_density=1_seed#=3 Ar 200 1 500 2000 0.025 3 1000 F
365	:	1648018173.512	   179.506	0	0	0	0	./lj Ar_T=200_density=1_seed#=4 Ar 200 1 500 2000 0.025 4 1000 F
367	:	1648018173.919	   179.146	0	0	0	0	./lj Ar_T=200_density=1_seed#=6 Ar 200 1 500 2000 0.025 6 1000 F
366	:	1648018173.548	   180.270	0	0	0	0	./lj Ar_T=200_density=1_seed#=5 Ar 200 1 500 2000 0.025 5 1000 F
368	:	1648018174.124	   181.090	0	0	0	0	./lj Ar_T=200_density=1_seed#=7 Ar 200 1 500 2000 0.025 7 1000 F
369	:	1648018312.013	   180.611	0	0	0	0	./lj Ar_T=200_density=1_seed#=8 Ar 200 1 500 2000 0.025 8 1000 F
370	:	1648018314.608	   178.618	0	0	0	0	./lj Ar_T=200_density=2_seed#=0 Ar 200 2 500 2000 0.025 0 1000 F
371	:	1648018320.420	   178.648	0	0	0	0	./lj Ar_T=200_density=2_seed#=1 Ar 200 2 500 2000 0.025 1 1000 F
372	:	1648018323.999	   176.921	0	0	0	0	./lj Ar_T=200_density=2_seed#=2 Ar 200 2 500 2000 0.025 2 1000 F
373	:	1648018325.210	   177.667	0	0	0	0	./lj Ar_T=200_density=2_seed#=3 Ar 200 2 500 2000 0.025 3 1000 F
374	:	1648018327.183	   179.204	0	0	0	0	./lj Ar_T=200_density=2_seed#=4 Ar 200 2 500 2000 0.025 4 1000 F
375	:	1648018333.779	   179.113	0	0	0	0	./lj Ar_T=200_density=2_seed#=5 Ar 200 2 500 2000 0.025 5 1000 F
376	:	1648018337.136	   178.465	0	0	0	0	./lj Ar_T=200_density=2_seed#=6 Ar 200 2 500 2000 0.025 6 1000 F
377	:	1648018340.776	   178.012	0	0	0	0	./lj Ar_T=200_density=2_seed#=7 Ar 200 2 500 2000 0.025 7 1000 F
378	:	1648018344.452	   177.415	0	0	0	0	./lj Ar_T=200_density=2_seed#=8 Ar 200 2 500 2000 0.025 8 1000 F
379	:	1648018348.669	   176.587	0	0	0	0	./lj Ar_T=200_density=3_seed#=0 Ar 200 3 500 2000 0.025 0 1000 F
380	:	1648018352.471	   176.638	0	0	0	0	./lj Ar_T=200_density=3_seed#=1 Ar 200 3 500 2000 0.025 1 1000 F
381	:	1648018353.023	   178.173	0	0	0	0	./lj Ar_T=200_density=3_seed#=2 Ar 200 3 500 2000 0.025 2 1000 F
382	:	1648018353.069	   178.562	0	0	0	0	./lj Ar_T=200_density=3_seed#=3 Ar 200 3 500 2000 0.025 3 1000 F
383	:	1648018353.823	   178.156	0	0	0	0	./lj Ar_T=200_density=3_seed#=4 Ar 200 3 500 2000 0.025 4 1000 F
384	:	1648018355.219	   178.905	0	0	0	0	./lj Ar_T=200_density=3_seed#=5 Ar 200 3 500 2000 0.025 5 1000 F
386	:	1648018493.231	   177.577	0	0	0	0	./lj Ar_T=200_density=3_seed#=7 Ar 200 3 500 2000 0.025 7 1000 F
385	:	1648018492.629	   179.492	0	0	0	0	./lj Ar_T=200_density=3_seed#=6 Ar 200 3 500 2000 0.025 6 1000 F
387	:	1648018499.073	   176.768	0	0	0	0	./lj Ar_T=200_density=3_seed#=8 Ar 200 3 500 2000 0.025 8 1000 F
388	:	1648018500.925	   179.403	0	0	0	0	./lj Ar_T=200_density=4_seed#=0 Ar 200 4 500 2000 0.025 0 1000 F
389	:	1648018502.881	   179.363	0	0	0	0	./lj Ar_T=200_density=4_seed#=1 Ar 200 4 500 2000 0.025 1 1000 F
390	:	1648018506.392	   176.187	0	0	0	0	./lj Ar_T=200_density=4_seed#=2 Ar 200 4 500 2000 0.025 2 1000 F
391	:	1648018512.897	   176.478	0	0	0	0	./lj Ar_T=200_density=4_seed#=3 Ar 200 4 500 2000 0.025 3 1000 F
392	:	1648018515.605	   178.581	0	0	0	0	./lj Ar_T=200_density=4_seed#=4 Ar 200 4 500 2000 0.025 4 1000 F
394	:	1648018521.871	   174.503	0	0	0	0	./lj Ar_T=200_density=4_seed#=6 Ar 200 4 500 2000 0.025 6 1000 F
393	:	1648018518.792	   178.644	0	0	0	0	./lj Ar_T=200_density=4_seed#=5 Ar 200 4 500 2000 0.025 5 1000 F
395	:	1648018525.260	   178.970	0	0	0	0	./lj Ar_T=200_density=4_seed#=7 Ar 200 4 500 2000 0.025 7 1000 F
397	:	1648018531.200	   177.017	0	0	0	0	./lj Ar_T=200_density=5_seed#=0 Ar 200 5 500 2000 0.025 0 1000 F
398	:	1648018531.636	   177.140	0	0	0	0	./lj Ar_T=200_density=5_seed#=1 Ar 200 5 500 2000 0.025 1 1000 F
396	:	1648018529.115	   179.680	0	0	0	0	./lj Ar_T=200_density=4_seed#=8 Ar 200 4 500 2000 0.025 8 1000 F
399	:	1648018531.983	   178.066	0	0	0	0	./lj Ar_T=200_density=5_seed#=2 Ar 200 5 500 2000 0.025 2 1000 F
