Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
400	:	1648018534.129	   176.334	0	0	0	0	./lj Ar_T=200_density=5_seed#=3 Ar 200 5 500 2000 0.025 3 1000 F
402	:	1648018672.126	   175.295	0	0	0	0	./lj Ar_T=200_density=5_seed#=5 Ar 200 5 500 2000 0.025 5 1000 F
401	:	1648018670.812	   178.101	0	0	0	0	./lj Ar_T=200_density=5_seed#=4 Ar 200 5 500 2000 0.025 4 1000 F
403	:	1648018675.845	   176.710	0	0	0	0	./lj Ar_T=200_density=5_seed#=6 Ar 200 5 500 2000 0.025 6 1000 F
404	:	1648018680.332	   177.276	0	0	0	0	./lj Ar_T=200_density=5_seed#=7 Ar 200 5 500 2000 0.025 7 1000 F
405	:	1648018682.249	   177.273	0	0	0	0	./lj Ar_T=200_density=5_seed#=8 Ar 200 5 500 2000 0.025 8 1000 F
406	:	1648018682.583	   179.184	0	0	0	0	./lj Ar_T=200_density=6_seed#=0 Ar 200 6 500 2000 0.025 0 1000 F
407	:	1648018689.380	   179.140	0	0	0	0	./lj Ar_T=200_density=6_seed#=1 Ar 200 6 500 2000 0.025 1 1000 F
410	:	1648018697.440	   175.588	0	0	0	0	./lj Ar_T=200_density=6_seed#=4 Ar 200 6 500 2000 0.025 4 1000 F
408	:	1648018694.190	   179.129	0	0	0	0	./lj Ar_T=200_density=6_seed#=2 Ar 200 6 500 2000 0.025 2 1000 F
409	:	1648018696.378	   177.680	0	0	0	0	./lj Ar_T=200_density=6_seed#=3 Ar 200 6 500 2000 0.025 3 1000 F
411	:	1648018704.234	   176.350	0	0	0	0	./lj Ar_T=200_density=6_seed#=5 Ar 200 6 500 2000 0.025 5 1000 F
412	:	1648018708.222	   175.121	0	0	0	0	./lj Ar_T=200_density=6_seed#=6 Ar 200 6 500 2000 0.025 6 1000 F
413	:	1648018708.780	   175.888	0	0	0	0	./lj Ar_T=200_density=6_seed#=7 Ar 200 6 500 2000 0.025 7 1000 F
414	:	1648018708.799	   176.292	0	0	0	0	./lj Ar_T=200_density=6_seed#=8 Ar 200 6 500 2000 0.025 8 1000 F
415	:	1648018710.055	   177.412	0	0	0	0	./lj Ar_T=200_density=7_seed#=0 Ar 200 7 500 2000 0.025 0 1000 F
416	:	1648018710.467	   177.336	0	0	0	0	./lj Ar_T=200_density=7_seed#=1 Ar 200 7 500 2000 0.025 1 1000 F
417	:	1648018847.426	   176.953	0	0	0	0	./lj Ar_T=200_density=7_seed#=2 Ar 200 7 500 2000 0.025 2 1000 F
418	:	1648018848.918	   175.789	0	0	0	0	./lj Ar_T=200_density=7_seed#=3 Ar 200 7 500 2000 0.025 3 1000 F
419	:	1648018852.560	   176.809	0	0	0	0	./lj Ar_T=200_density=7_seed#=4 Ar 200 7 500 2000 0.025 4 1000 F
421	:	1648018859.526	   174.598	0	0	0	0	./lj Ar_T=200_density=7_seed#=6 Ar 200 7 500 2000 0.025 6 1000 F
420	:	1648018857.612	   177.111	0	0	0	0	./lj Ar_T=200_density=7_seed#=5 Ar 200 7 500 2000 0.025 5 1000 F
422	:	1648018861.771	   173.889	0	0	0	0	./lj Ar_T=200_density=7_seed#=7 Ar 200 7 500 2000 0.025 7 1000 F
423	:	1648018868.526	   176.984	0	0	0	0	./lj Ar_T=200_density=7_seed#=8 Ar 200 7 500 2000 0.025 8 1000 F
424	:	1648018873.033	   174.266	0	0	0	0	./lj Ar_T=200_density=8_seed#=0 Ar 200 8 500 2000 0.025 0 1000 F
425	:	1648018873.324	   174.280	0	0	0	0	./lj Ar_T=200_density=8_seed#=1 Ar 200 8 500 2000 0.025 1 1000 F
426	:	1648018874.062	   175.138	0	0	0	0	./lj Ar_T=200_density=8_seed#=2 Ar 200 8 500 2000 0.025 2 1000 F
427	:	1648018880.588	   177.434	0	0	0	0	./lj Ar_T=200_density=8_seed#=3 Ar 200 8 500 2000 0.025 3 1000 F
428	:	1648018883.347	   176.758	0	0	0	0	./lj Ar_T=200_density=8_seed#=4 Ar 200 8 500 2000 0.025 4 1000 F
429	:	1648018884.672	   175.442	0	0	0	0	./lj Ar_T=200_density=8_seed#=5 Ar 200 8 500 2000 0.025 5 1000 F
430	:	1648018885.096	   175.992	0	0	0	0	./lj Ar_T=200_density=8_seed#=6 Ar 200 8 500 2000 0.025 6 1000 F
432	:	1648018887.808	   175.838	0	0	0	0	./lj Ar_T=200_density=8_seed#=8 Ar 200 8 500 2000 0.025 8 1000 F
431	:	1648018887.472	   177.138	0	0	0	0	./lj Ar_T=200_density=8_seed#=7 Ar 200 8 500 2000 0.025 7 1000 F
433	:	1648019024.385	   178.143	0	0	0	0	./lj Ar_T=200_density=9_seed#=0 Ar 200 9 500 2000 0.025 0 1000 F
434	:	1648019024.713	   178.118	0	0	0	0	./lj Ar_T=200_density=9_seed#=1 Ar 200 9 500 2000 0.025 1 1000 F
435	:	1648019029.374	   176.195	0	0	0	0	./lj Ar_T=200_density=9_seed#=2 Ar 200 9 500 2000 0.025 2 1000 F
437	:	1648019034.728	   175.041	0	0	0	0	./lj Ar_T=200_density=9_seed#=4 Ar 200 9 500 2000 0.025 4 1000 F
438	:	1648019035.664	   174.177	0	0	0	0	./lj Ar_T=200_density=9_seed#=5 Ar 200 9 500 2000 0.025 5 1000 F
436	:	1648019034.129	   179.361	0	0	0	0	./lj Ar_T=200_density=9_seed#=3 Ar 200 9 500 2000 0.025 3 1000 F
441	:	1648019047.608	   172.654	0	0	0	0	./lj Ar_T=200_density=9_seed#=8 Ar 200 9 500 2000 0.025 8 1000 F
440	:	1648019047.304	   173.825	0	0	0	0	./lj Ar_T=200_density=9_seed#=7 Ar 200 9 500 2000 0.025 7 1000 F
439	:	1648019045.515	   176.435	0	0	0	0	./lj Ar_T=200_density=9_seed#=6 Ar 200 9 500 2000 0.025 6 1000 F
442	:	1648019049.208	   177.100	0	0	0	0	./lj Ar_T=200_density=10_seed#=0 Ar 200 10 500 2000 0.025 0 1000 F
443	:	1648019058.026	   177.082	0	0	0	0	./lj Ar_T=200_density=10_seed#=1 Ar 200 10 500 2000 0.025 1 1000 F
445	:	1648019060.118	   176.270	0	0	0	0	./lj Ar_T=200_density=10_seed#=3 Ar 200 10 500 2000 0.025 3 1000 F
444	:	1648019060.109	   177.410	0	0	0	0	./lj Ar_T=200_density=10_seed#=2 Ar 200 10 500 2000 0.025 2 1000 F
446	:	1648019061.092	   176.974	0	0	0	0	./lj Ar_T=200_density=10_seed#=4 Ar 200 10 500 2000 0.025 4 1000 F
448	:	1648019064.614	   176.057	0	0	0	0	./lj Ar_T=200_density=10_seed#=6 Ar 200 10 500 2000 0.025 6 1000 F
447	:	1648019063.651	   179.214	0	0	0	0	./lj Ar_T=200_density=10_seed#=5 Ar 200 10 500 2000 0.025 5 1000 F
449	:	1648019202.533	   174.186	0	0	0	0	./lj Ar_T=200_density=10_seed#=7 Ar 200 10 500 2000 0.025 7 1000 F
450	:	1648019202.836	   174.809	0	0	0	0	./lj Ar_T=200_density=10_seed#=8 Ar 200 10 500 2000 0.025 8 1000 F
451	:	1648019205.574	   180.193	0	0	0	0	./lj Ar_T=230_density=1_seed#=0 Ar 230 1 500 2000 0.025 0 1000 F
453	:	1648019209.846	   179.552	0	0	0	0	./lj Ar_T=230_density=1_seed#=2 Ar 230 1 500 2000 0.025 2 1000 F
452	:	1648019209.774	   180.101	0	0	0	0	./lj Ar_T=230_density=1_seed#=1 Ar 230 1 500 2000 0.025 1 1000 F
454	:	1648019213.495	   180.824	0	0	0	0	./lj Ar_T=230_density=1_seed#=3 Ar 230 1 500 2000 0.025 3 1000 F
455	:	1648019220.267	   178.687	0	0	0	0	./lj Ar_T=230_density=1_seed#=4 Ar 230 1 500 2000 0.025 4 1000 F
457	:	1648019221.955	   178.808	0	0	0	0	./lj Ar_T=230_density=1_seed#=6 Ar 230 1 500 2000 0.025 6 1000 F
456	:	1648019221.133	   180.095	0	0	0	0	./lj Ar_T=230_density=1_seed#=5 Ar 230 1 500 2000 0.025 5 1000 F
458	:	1648019226.312	   180.424	0	0	0	0	./lj Ar_T=230_density=1_seed#=7 Ar 230 1 500 2000 0.025 7 1000 F
462	:	1648019238.071	   176.197	0	0	0	0	./lj Ar_T=230_density=2_seed#=2 Ar 230 2 500 2000 0.025 2 1000 F
460	:	1648019236.394	   178.875	0	0	0	0	./lj Ar_T=230_density=2_seed#=0 Ar 230 2 500 2000 0.025 0 1000 F
461	:	1648019237.523	   178.798	0	0	0	0	./lj Ar_T=230_density=2_seed#=1 Ar 230 2 500 2000 0.025 1 1000 F
459	:	1648019235.113	   182.077	0	0	0	0	./lj Ar_T=230_density=1_seed#=8 Ar 230 1 500 2000 0.025 8 1000 F
463	:	1648019240.675	   177.049	0	0	0	0	./lj Ar_T=230_density=2_seed#=3 Ar 230 2 500 2000 0.025 3 1000 F
464	:	1648019242.870	   179.635	0	0	0	0	./lj Ar_T=230_density=2_seed#=4 Ar 230 2 500 2000 0.025 4 1000 F
466	:	1648019377.650	   176.305	0	0	0	0	./lj Ar_T=230_density=2_seed#=6 Ar 230 2 500 2000 0.025 6 1000 F
465	:	1648019376.724	   180.950	0	0	0	0	./lj Ar_T=230_density=2_seed#=5 Ar 230 2 500 2000 0.025 5 1000 F
467	:	1648019385.771	   178.245	0	0	0	0	./lj Ar_T=230_density=2_seed#=7 Ar 230 2 500 2000 0.025 7 1000 F
469	:	1648019389.879	   176.315	0	0	0	0	./lj Ar_T=230_density=3_seed#=0 Ar 230 3 500 2000 0.025 0 1000 F
468	:	1648019389.402	   176.835	0	0	0	0	./lj Ar_T=230_density=2_seed#=8 Ar 230 2 500 2000 0.025 8 1000 F
470	:	1648019394.323	   176.338	0	0	0	0	./lj Ar_T=230_density=3_seed#=1 Ar 230 3 500 2000 0.025 1 1000 F
473	:	1648019401.232	   175.635	0	0	0	0	./lj Ar_T=230_density=3_seed#=4 Ar 230 3 500 2000 0.025 4 1000 F
471	:	1648019398.959	   179.222	0	0	0	0	./lj Ar_T=230_density=3_seed#=2 Ar 230 3 500 2000 0.025 2 1000 F
472	:	1648019400.766	   178.961	0	0	0	0	./lj Ar_T=230_density=3_seed#=3 Ar 230 3 500 2000 0.025 3 1000 F
474	:	1648019406.739	   176.427	0	0	0	0	./lj Ar_T=230_density=3_seed#=5 Ar 230 3 500 2000 0.025 5 1000 F
476	:	1648019415.273	   177.375	0	0	0	0	./lj Ar_T=230_density=3_seed#=7 Ar 230 3 500 2000 0.025 7 1000 F
475	:	1648019414.272	   178.381	0	0	0	0	./lj Ar_T=230_density=3_seed#=6 Ar 230 3 500 2000 0.025 6 1000 F
478	:	1648019417.194	   176.558	0	0	0	0	./lj Ar_T=230_density=4_seed#=0 Ar 230 4 500 2000 0.025 0 1000 F
479	:	1648019417.729	   176.444	0	0	0	0	./lj Ar_T=230_density=4_seed#=1 Ar 230 4 500 2000 0.025 1 1000 F
477	:	1648019416.324	   178.458	0	0	0	0	./lj Ar_T=230_density=3_seed#=8 Ar 230 3 500 2000 0.025 8 1000 F
480	:	1648019422.508	   179.401	0	0	0	0	./lj Ar_T=230_density=4_seed#=2 Ar 230 4 500 2000 0.025 2 1000 F
481	:	1648019553.961	   175.417	0	0	0	0	./lj Ar_T=230_density=4_seed#=3 Ar 230 4 500 2000 0.025 3 1000 F
482	:	1648019557.679	   177.182	0	0	0	0	./lj Ar_T=230_density=4_seed#=4 Ar 230 4 500 2000 0.025 4 1000 F
485	:	1648019566.241	   175.054	0	0	0	0	./lj Ar_T=230_density=4_seed#=7 Ar 230 4 500 2000 0.025 7 1000 F
484	:	1648019566.198	   175.650	0	0	0	0	./lj Ar_T=230_density=4_seed#=6 Ar 230 4 500 2000 0.025 6 1000 F
483	:	1648019564.020	   178.766	0	0	0	0	./lj Ar_T=230_density=4_seed#=5 Ar 230 4 500 2000 0.025 5 1000 F
486	:	1648019570.666	   174.885	0	0	0	0	./lj Ar_T=230_density=4_seed#=8 Ar 230 4 500 2000 0.025 8 1000 F
487	:	1648019576.872	   175.273	0	0	0	0	./lj Ar_T=230_density=5_seed#=0 Ar 230 5 500 2000 0.025 0 1000 F
488	:	1648019578.185	   175.305	0	0	0	0	./lj Ar_T=230_density=5_seed#=1 Ar 230 5 500 2000 0.025 1 1000 F
489	:	1648019579.732	   177.814	0	0	0	0	./lj Ar_T=230_density=5_seed#=2 Ar 230 5 500 2000 0.025 2 1000 F
490	:	1648019583.171	   174.661	0	0	0	0	./lj Ar_T=230_density=5_seed#=3 Ar 230 5 500 2000 0.025 3 1000 F
491	:	1648019592.652	   176.572	0	0	0	0	./lj Ar_T=230_density=5_seed#=4 Ar 230 5 500 2000 0.025 4 1000 F
494	:	1648019594.177	   176.251	0	0	0	0	./lj Ar_T=230_density=5_seed#=7 Ar 230 5 500 2000 0.025 7 1000 F
495	:	1648019594.786	   175.871	0	0	0	0	./lj Ar_T=230_density=5_seed#=8 Ar 230 5 500 2000 0.025 8 1000 F
493	:	1648019593.756	   178.055	0	0	0	0	./lj Ar_T=230_density=5_seed#=6 Ar 230 5 500 2000 0.025 6 1000 F
492	:	1648019592.659	   179.249	0	0	0	0	./lj Ar_T=230_density=5_seed#=5 Ar 230 5 500 2000 0.025 5 1000 F
496	:	1648019601.912	   173.923	0	0	0	0	./lj Ar_T=230_density=6_seed#=0 Ar 230 6 500 2000 0.025 0 1000 F
497	:	1648019729.383	   173.904	0	0	0	0	./lj Ar_T=230_density=6_seed#=1 Ar 230 6 500 2000 0.025 1 1000 F
498	:	1648019734.864	   175.487	0	0	0	0	./lj Ar_T=230_density=6_seed#=2 Ar 230 6 500 2000 0.025 2 1000 F
499	:	1648019741.299	   175.234	0	0	0	0	./lj Ar_T=230_density=6_seed#=3 Ar 230 6 500 2000 0.025 3 1000 F
500	:	1648019741.852	   175.680	0	0	0	0	./lj Ar_T=230_density=6_seed#=4 Ar 230 6 500 2000 0.025 4 1000 F
501	:	1648019742.790	   178.351	0	0	0	0	./lj Ar_T=230_density=6_seed#=5 Ar 230 6 500 2000 0.025 5 1000 F
502	:	1648019745.557	   177.162	0	0	0	0	./lj Ar_T=230_density=6_seed#=6 Ar 230 6 500 2000 0.025 6 1000 F
503	:	1648019752.150	   176.978	0	0	0	0	./lj Ar_T=230_density=6_seed#=7 Ar 230 6 500 2000 0.025 7 1000 F
504	:	1648019753.495	   178.095	0	0	0	0	./lj Ar_T=230_density=6_seed#=8 Ar 230 6 500 2000 0.025 8 1000 F
505	:	1648019757.551	   177.103	0	0	0	0	./lj Ar_T=230_density=7_seed#=0 Ar 230 7 500 2000 0.025 0 1000 F
506	:	1648019757.836	   177.164	0	0	0	0	./lj Ar_T=230_density=7_seed#=1 Ar 230 7 500 2000 0.025 1 1000 F
507	:	1648019769.228	   175.190	0	0	0	0	./lj Ar_T=230_density=7_seed#=2 Ar 230 7 500 2000 0.025 2 1000 F
509	:	1648019770.660	   175.833	0	0	0	0	./lj Ar_T=230_density=7_seed#=4 Ar 230 7 500 2000 0.025 4 1000 F
508	:	1648019770.432	   176.219	0	0	0	0	./lj Ar_T=230_density=7_seed#=3 Ar 230 7 500 2000 0.025 3 1000 F
511	:	1648019771.911	   175.217	0	0	0	0	./lj Ar_T=230_density=7_seed#=6 Ar 230 7 500 2000 0.025 6 1000 F
510	:	1648019771.816	   176.964	0	0	0	0	./lj Ar_T=230_density=7_seed#=5 Ar 230 7 500 2000 0.025 5 1000 F
512	:	1648019775.839	   176.592	0	0	0	0	./lj Ar_T=230_density=7_seed#=7 Ar 230 7 500 2000 0.025 7 1000 F
513	:	1648019903.292	   171.703	0	0	0	0	./lj Ar_T=230_density=7_seed#=8 Ar 230 7 500 2000 0.025 8 1000 F
514	:	1648019910.356	   177.427	0	0	0	0	./lj Ar_T=230_density=8_seed#=0 Ar 230 8 500 2000 0.025 0 1000 F
516	:	1648019917.538	   173.807	0	0	0	0	./lj Ar_T=230_density=8_seed#=2 Ar 230 8 500 2000 0.025 2 1000 F
517	:	1648019921.146	   170.828	0	0	0	0	./lj Ar_T=230_density=8_seed#=3 Ar 230 8 500 2000 0.025 3 1000 F
518	:	1648019922.726	   170.763	0	0	0	0	./lj Ar_T=230_density=8_seed#=4 Ar 230 8 500 2000 0.025 4 1000 F
515	:	1648019916.538	   177.453	0	0	0	0	./lj Ar_T=230_density=8_seed#=1 Ar 230 8 500 2000 0.025 1 1000 F
519	:	1648019929.134	   177.053	0	0	0	0	./lj Ar_T=230_density=8_seed#=5 Ar 230 8 500 2000 0.025 5 1000 F
522	:	1648019935.004	   172.479	0	0	0	0	./lj Ar_T=230_density=8_seed#=8 Ar 230 8 500 2000 0.025 8 1000 F
520	:	1648019931.594	   179.362	0	0	0	0	./lj Ar_T=230_density=8_seed#=6 Ar 230 8 500 2000 0.025 6 1000 F
521	:	1648019934.659	   176.710	0	0	0	0	./lj Ar_T=230_density=8_seed#=7 Ar 230 8 500 2000 0.025 7 1000 F
523	:	1648019944.424	   174.585	0	0	0	0	./lj Ar_T=230_density=9_seed#=0 Ar 230 9 500 2000 0.025 0 1000 F
524	:	1648019946.497	   174.634	0	0	0	0	./lj Ar_T=230_density=9_seed#=1 Ar 230 9 500 2000 0.025 1 1000 F
526	:	1648019947.131	   174.052	0	0	0	0	./lj Ar_T=230_density=9_seed#=3 Ar 230 9 500 2000 0.025 3 1000 F
525	:	1648019946.655	   176.546	0	0	0	0	./lj Ar_T=230_density=9_seed#=2 Ar 230 9 500 2000 0.025 2 1000 F
527	:	1648019948.785	   176.566	0	0	0	0	./lj Ar_T=230_density=9_seed#=4 Ar 230 9 500 2000 0.025 4 1000 F
528	:	1648019952.436	   178.959	0	0	0	0	./lj Ar_T=230_density=9_seed#=5 Ar 230 9 500 2000 0.025 5 1000 F
529	:	1648020075.002	   178.508	0	0	0	0	./lj Ar_T=230_density=9_seed#=6 Ar 230 9 500 2000 0.025 6 1000 F
530	:	1648020087.788	   176.217	0	0	0	0	./lj Ar_T=230_density=9_seed#=7 Ar 230 9 500 2000 0.025 7 1000 F
531	:	1648020091.350	   175.128	0	0	0	0	./lj Ar_T=230_density=9_seed#=8 Ar 230 9 500 2000 0.025 8 1000 F
532	:	1648020091.978	   176.187	0	0	0	0	./lj Ar_T=230_density=10_seed#=0 Ar 230 10 500 2000 0.025 0 1000 F
534	:	1648020093.996	   174.641	0	0	0	0	./lj Ar_T=230_density=10_seed#=2 Ar 230 10 500 2000 0.025 2 1000 F
533	:	1648020093.493	   176.141	0	0	0	0	./lj Ar_T=230_density=10_seed#=1 Ar 230 10 500 2000 0.025 1 1000 F
535	:	1648020106.192	   174.120	0	0	0	0	./lj Ar_T=230_density=10_seed#=3 Ar 230 10 500 2000 0.025 3 1000 F
536	:	1648020107.486	   175.046	0	0	0	0	./lj Ar_T=230_density=10_seed#=4 Ar 230 10 500 2000 0.025 4 1000 F
538	:	1648020111.374	   175.044	0	0	0	0	./lj Ar_T=230_density=10_seed#=6 Ar 230 10 500 2000 0.025 6 1000 F
537	:	1648020110.960	   176.769	0	0	0	0	./lj Ar_T=230_density=10_seed#=5 Ar 230 10 500 2000 0.025 5 1000 F
539	:	1648020119.013	   177.280	0	0	0	0	./lj Ar_T=230_density=10_seed#=7 Ar 230 10 500 2000 0.025 7 1000 F
540	:	1648020121.134	   175.473	0	0	0	0	./lj Ar_T=230_density=10_seed#=8 Ar 230 10 500 2000 0.025 8 1000 F
541	:	1648020121.187	   179.826	0	0	0	0	./lj Ar_T=260_density=1_seed#=0 Ar 260 1 500 2000 0.025 0 1000 F
542	:	1648020123.206	   179.783	0	0	0	0	./lj Ar_T=260_density=1_seed#=1 Ar 260 1 500 2000 0.025 1 1000 F
543	:	1648020125.356	   180.460	0	0	0	0	./lj Ar_T=260_density=1_seed#=2 Ar 260 1 500 2000 0.025 2 1000 F
544	:	1648020131.400	   180.422	0	0	0	0	./lj Ar_T=260_density=1_seed#=3 Ar 260 1 500 2000 0.025 3 1000 F
545	:	1648020253.515	   182.439	0	0	0	0	./lj Ar_T=260_density=1_seed#=4 Ar 260 1 500 2000 0.025 4 1000 F
546	:	1648020264.010	   178.589	0	0	0	0	./lj Ar_T=260_density=1_seed#=5 Ar 260 1 500 2000 0.025 5 1000 F
547	:	1648020266.481	   179.628	0	0	0	0	./lj Ar_T=260_density=1_seed#=6 Ar 260 1 500 2000 0.025 6 1000 F
550	:	1648020269.639	   177.940	0	0	0	0	./lj Ar_T=260_density=2_seed#=0 Ar 260 2 500 2000 0.025 0 1000 F
548	:	1648020268.169	   180.877	0	0	0	0	./lj Ar_T=260_density=1_seed#=7 Ar 260 1 500 2000 0.025 7 1000 F
549	:	1648020268.641	   182.922	0	0	0	0	./lj Ar_T=260_density=1_seed#=8 Ar 260 1 500 2000 0.025 8 1000 F
551	:	1648020280.315	   178.016	0	0	0	0	./lj Ar_T=260_density=2_seed#=1 Ar 260 2 500 2000 0.025 1 1000 F
552	:	1648020282.537	   179.157	0	0	0	0	./lj Ar_T=260_density=2_seed#=2 Ar 260 2 500 2000 0.025 2 1000 F
553	:	1648020286.423	   178.062	0	0	0	0	./lj Ar_T=260_density=2_seed#=3 Ar 260 2 500 2000 0.025 3 1000 F
554	:	1648020287.733	   182.509	0	0	0	0	./lj Ar_T=260_density=2_seed#=4 Ar 260 2 500 2000 0.025 4 1000 F
556	:	1648020296.611	   178.033	0	0	0	0	./lj Ar_T=260_density=2_seed#=6 Ar 260 2 500 2000 0.025 6 1000 F
555	:	1648020296.298	   179.958	0	0	0	0	./lj Ar_T=260_density=2_seed#=5 Ar 260 2 500 2000 0.025 5 1000 F
557	:	1648020301.018	   176.088	0	0	0	0	./lj Ar_T=260_density=2_seed#=7 Ar 260 2 500 2000 0.025 7 1000 F
558	:	1648020302.994	   176.880	0	0	0	0	./lj Ar_T=260_density=2_seed#=8 Ar 260 2 500 2000 0.025 8 1000 F
559	:	1648020305.820	   174.968	0	0	0	0	./lj Ar_T=260_density=3_seed#=0 Ar 260 3 500 2000 0.025 0 1000 F
560	:	1648020311.827	   175.019	0	0	0	0	./lj Ar_T=260_density=3_seed#=1 Ar 260 3 500 2000 0.025 1 1000 F
561	:	1648020435.960	   174.603	0	0	0	0	./lj Ar_T=260_density=3_seed#=2 Ar 260 3 500 2000 0.025 2 1000 F
562	:	1648020442.604	   175.253	0	0	0	0	./lj Ar_T=260_density=3_seed#=3 Ar 260 3 500 2000 0.025 3 1000 F
563	:	1648020446.112	   172.852	0	0	0	0	./lj Ar_T=260_density=3_seed#=4 Ar 260 3 500 2000 0.025 4 1000 F
564	:	1648020447.582	   179.325	0	0	0	0	./lj Ar_T=260_density=3_seed#=5 Ar 260 3 500 2000 0.025 5 1000 F
565	:	1648020449.050	   178.327	0	0	0	0	./lj Ar_T=260_density=3_seed#=6 Ar 260 3 500 2000 0.025 6 1000 F
566	:	1648020451.569	   178.384	0	0	0	0	./lj Ar_T=260_density=3_seed#=7 Ar 260 3 500 2000 0.025 7 1000 F
567	:	1648020458.336	   176.855	0	0	0	0	./lj Ar_T=260_density=3_seed#=8 Ar 260 3 500 2000 0.025 8 1000 F
568	:	1648020461.698	   176.036	0	0	0	0	./lj Ar_T=260_density=4_seed#=0 Ar 260 4 500 2000 0.025 0 1000 F
569	:	1648020464.490	   175.884	0	0	0	0	./lj Ar_T=260_density=4_seed#=1 Ar 260 4 500 2000 0.025 1 1000 F
570	:	1648020470.246	   176.569	0	0	0	0	./lj Ar_T=260_density=4_seed#=2 Ar 260 4 500 2000 0.025 2 1000 F
571	:	1648020474.649	   177.506	0	0	0	0	./lj Ar_T=260_density=4_seed#=3 Ar 260 4 500 2000 0.025 3 1000 F
573	:	1648020477.110	   175.092	0	0	0	0	./lj Ar_T=260_density=4_seed#=5 Ar 260 4 500 2000 0.025 5 1000 F
572	:	1648020476.261	   176.837	0	0	0	0	./lj Ar_T=260_density=4_seed#=4 Ar 260 4 500 2000 0.025 4 1000 F
575	:	1648020480.792	   175.248	0	0	0	0	./lj Ar_T=260_density=4_seed#=7 Ar 260 4 500 2000 0.025 7 1000 F
574	:	1648020479.877	   180.343	0	0	0	0	./lj Ar_T=260_density=4_seed#=6 Ar 260 4 500 2000 0.025 6 1000 F
576	:	1648020486.849	   176.838	0	0	0	0	./lj Ar_T=260_density=4_seed#=8 Ar 260 4 500 2000 0.025 8 1000 F
577	:	1648020610.569	   177.395	0	0	0	0	./lj Ar_T=260_density=5_seed#=0 Ar 260 5 500 2000 0.025 0 1000 F
579	:	1648020618.968	   175.815	0	0	0	0	./lj Ar_T=260_density=5_seed#=2 Ar 260 5 500 2000 0.025 2 1000 F
578	:	1648020617.861	   177.385	0	0	0	0	./lj Ar_T=260_density=5_seed#=1 Ar 260 5 500 2000 0.025 1 1000 F
581	:	1648020627.380	   174.901	0	0	0	0	./lj Ar_T=260_density=5_seed#=4 Ar 260 5 500 2000 0.025 4 1000 F
580	:	1648020626.911	   176.121	0	0	0	0	./lj Ar_T=260_density=5_seed#=3 Ar 260 5 500 2000 0.025 3 1000 F
582	:	1648020629.957	   175.948	0	0	0	0	./lj Ar_T=260_density=5_seed#=5 Ar 260 5 500 2000 0.025 5 1000 F
583	:	1648020635.195	   175.999	0	0	0	0	./lj Ar_T=260_density=5_seed#=6 Ar 260 5 500 2000 0.025 6 1000 F
584	:	1648020637.739	   175.240	0	0	0	0	./lj Ar_T=260_density=5_seed#=7 Ar 260 5 500 2000 0.025 7 1000 F
585	:	1648020640.377	   178.244	0	0	0	0	./lj Ar_T=260_density=5_seed#=8 Ar 260 5 500 2000 0.025 8 1000 F
586	:	1648020646.820	   177.265	0	0	0	0	./lj Ar_T=260_density=6_seed#=0 Ar 260 6 500 2000 0.025 0 1000 F
588	:	1648020652.206	   174.926	0	0	0	0	./lj Ar_T=260_density=6_seed#=2 Ar 260 6 500 2000 0.025 2 1000 F
589	:	1648020653.102	   174.699	0	0	0	0	./lj Ar_T=260_density=6_seed#=3 Ar 260 6 500 2000 0.025 3 1000 F
587	:	1648020652.160	   177.373	0	0	0	0	./lj Ar_T=260_density=6_seed#=1 Ar 260 6 500 2000 0.025 1 1000 F
590	:	1648020656.045	   176.418	0	0	0	0	./lj Ar_T=260_density=6_seed#=4 Ar 260 6 500 2000 0.025 4 1000 F
591	:	1648020660.225	   174.901	0	0	0	0	./lj Ar_T=260_density=6_seed#=5 Ar 260 6 500 2000 0.025 5 1000 F
592	:	1648020663.692	   176.719	0	0	0	0	./lj Ar_T=260_density=6_seed#=6 Ar 260 6 500 2000 0.025 6 1000 F
593	:	1648020787.970	   175.930	0	0	0	0	./lj Ar_T=260_density=6_seed#=7 Ar 260 6 500 2000 0.025 7 1000 F
594	:	1648020794.790	   174.898	0	0	0	0	./lj Ar_T=260_density=6_seed#=8 Ar 260 6 500 2000 0.025 8 1000 F
595	:	1648020795.251	   175.466	0	0	0	0	./lj Ar_T=260_density=7_seed#=0 Ar 260 7 500 2000 0.025 0 1000 F
596	:	1648020802.286	   175.471	0	0	0	0	./lj Ar_T=260_density=7_seed#=1 Ar 260 7 500 2000 0.025 1 1000 F
597	:	1648020803.037	   176.154	0	0	0	0	./lj Ar_T=260_density=7_seed#=2 Ar 260 7 500 2000 0.025 2 1000 F
598	:	1648020805.910	   178.399	0	0	0	0	./lj Ar_T=260_density=7_seed#=3 Ar 260 7 500 2000 0.025 3 1000 F
600	:	1648020812.983	   173.810	0	0	0	0	./lj Ar_T=260_density=7_seed#=5 Ar 260 7 500 2000 0.025 5 1000 F
599	:	1648020811.198	   175.864	0	0	0	0	./lj Ar_T=260_density=7_seed#=4 Ar 260 7 500 2000 0.025 4 1000 F
601	:	1648020818.626	   174.384	0	0	0	0	./lj Ar_T=260_density=7_seed#=6 Ar 260 7 500 2000 0.025 6 1000 F
